cts,date,GPS (Lat.) [deg],GPS (Long.) [deg],GPS (Alt.) [m],GPS (2D) [m/s],GPS (3D) [m/s],GPS (days) [deg],GPS (secs) [s],GPS (DOP) [deg],GPS (fix) [deg],altitude system
316810.048,2024-11-03T23:00:40.198Z,40.7416275,-111.9201204,1282.248,4.127,4.04,9073,82840.199,5.8,3,MSLV
316909.952,2024-11-03T23:00:40.298Z,40.7416261,-111.9201238,1282.31,3.843,4.13,9073,82840.299,5.8,3,MSLV
317009.856,2024-11-03T23:00:40.399Z,40.7416257,-111.9201282,1282.288,3.811,3.84,9073,82840.399,5.8,3,MSLV
317109.76,2024-11-03T23:00:40.498Z,40.7416265,-111.9201325,1282.004,3.941,3.81,9073,82840.499,5.8,3,MSLV
317209.664,2024-11-03T23:00:40.599Z,40.7416256,-111.9201365,1281.908,3.917,3.94,9073,82840.599,5.8,3,MSLV
317309.568,2024-11-03T23:00:40.698Z,40.741625,-111.920141,1281.947,3.834,3.92,9073,82840.699,5.8,3,MSLV
317409.472,2024-11-03T23:00:40.798Z,40.7416251,-111.9201474,1281.96,4.026,3.83,9073,82840.799,5.8,3,MSLV
317509.6996,2024-11-03T23:00:40.899Z,40.7416246,-111.9201521,1281.965,3.905,4.03,9073,82840.899,5.8,3,MSLV
317609.9271,2024-11-03T23:00:41.000Z,40.7416234,-111.9201554,1281.866,3.869,3.91,9073,82841,5.8,3,MSLV
317710.1547,2024-11-03T23:00:41.099Z,40.7416217,-111.9201598,1281.846,4.014,3.87,9073,82841.099,5.8,3,MSLV
317810.3822,2024-11-03T23:00:41.198Z,40.741621,-111.9201651,1281.924,3.879,4.01,9073,82841.199,5.8,3,MSLV
317910.6098,2024-11-03T23:00:41.298Z,40.7416189,-111.9201706,1281.93,4.262,3.88,9073,82841.299,5.8,3,MSLV
318010.8373,2024-11-03T23:00:41.399Z,40.7416179,-111.9201752,1281.907,4.088,4.26,9073,82841.399,5.8,3,MSLV
318111.0649,2024-11-03T23:00:41.498Z,40.7416157,-111.9201792,1282.002,3.957,4.09,9073,82841.499,5.8,3,MSLV
318211.2924,2024-11-03T23:00:41.599Z,40.7416149,-111.9201848,1282.038,4.116,3.96,9073,82841.599,5.8,3,MSLV
318311.52,2024-11-03T23:00:41.698Z,40.7416139,-111.9201899,1282.018,4.168,4.12,9073,82841.699,5.8,3,MSLV
318411.5776,2024-11-03T23:00:41.798Z,40.7416129,-111.920196,1282.102,4.185,4.17,9073,82841.799,5.8,3,MSLV
318511.6352,2024-11-03T23:00:41.899Z,40.741612,-111.9202021,1282.137,4.356,4.18,9073,82841.899,5.8,3,MSLV
318611.6928,2024-11-03T23:00:42.000Z,40.7416105,-111.920207,1282.268,4.221,4.36,9073,82842,5.8,3,MSLV
318711.7504,2024-11-03T23:00:42.099Z,40.741609,-111.9202117,1282.283,4.25,4.22,9073,82842.099,5.8,3,MSLV
318811.808,2024-11-03T23:00:42.198Z,40.7416071,-111.9202184,1282.39,4.45,4.25,9073,82842.199,5.8,3,MSLV
318911.8656,2024-11-03T23:00:42.298Z,40.7416053,-111.9202226,1282.455,4.274,4.45,9073,82842.299,5.8,3,MSLV
319011.9232,2024-11-03T23:00:42.399Z,40.7416024,-111.9202282,1282.673,4.325,4.27,9073,82842.399,5.8,3,MSLV
319111.9808,2024-11-03T23:00:42.498Z,40.7416008,-111.9202335,1282.85,4.156,4.33,9073,82842.499,5.8,3,MSLV
319212.0384,2024-11-03T23:00:42.599Z,40.7415965,-111.9202346,1282.847,3.881,4.16,9073,82842.599,5.8,3,MSLV
319312.096,2024-11-03T23:00:42.698Z,40.7415952,-111.9202387,1282.679,4.124,3.89,9073,82842.699,5.8,3,MSLV
319412.0864,2024-11-03T23:00:42.798Z,40.7415937,-111.9202435,1282.737,4.053,4.13,9073,82842.799,5.8,3,MSLV
319512.0768,2024-11-03T23:00:42.899Z,40.7415928,-111.9202476,1282.626,4.053,4.06,9073,82842.899,5.8,3,MSLV
319612.0672,2024-11-03T23:00:43.000Z,40.7415912,-111.9202513,1282.66,3.92,4.05,9073,82843,5.8,3,MSLV
319712.0576,2024-11-03T23:00:43.099Z,40.7415912,-111.9202573,1282.642,4.163,3.92,9073,82843.099,5.8,3,MSLV
319812.048,2024-11-03T23:00:43.198Z,40.7415935,-111.9202635,1282.542,4.147,4.16,9073,82843.199,5.8,3,MSLV
319912.0384,2024-11-03T23:00:43.298Z,40.7415929,-111.920268,1282.486,4.086,4.15,9073,82843.299,5.8,3,MSLV
320012.0288,2024-11-03T23:00:43.399Z,40.7415924,-111.9202727,1282.536,3.877,4.09,9073,82843.399,5.8,3,MSLV
320112.0192,2024-11-03T23:00:43.498Z,40.7415917,-111.9202778,1282.533,3.974,3.88,9073,82843.499,5.8,3,MSLV
320212.0096,2024-11-03T23:00:43.599Z,40.7415906,-111.9202825,1282.557,4.034,3.98,9073,82843.599,5.8,3,MSLV
320312,2024-11-03T23:00:43.698Z,40.7415919,-111.9202877,1282.438,4.079,4.04,9073,82843.699,5.8,3,MSLV
320411.7568,2024-11-03T23:00:43.798Z,40.7415918,-111.920294,1282.559,4.03,4.08,9073,82843.799,5.8,3,MSLV
320511.5136,2024-11-03T23:00:43.899Z,40.7415911,-111.920302,1282.841,4.184,4.03,9073,82843.899,2.14,3,MSLV
320611.2704,2024-11-03T23:00:44.000Z,40.74159,-111.9203082,1282.98,4.317,4.19,9073,82844,2.14,3,MSLV
320711.0272,2024-11-03T23:00:44.099Z,40.741589,-111.9203153,1283.208,4.365,4.32,9073,82844.099,2.14,3,MSLV
320810.784,2024-11-03T23:00:44.198Z,40.7415902,-111.9203232,1283.344,4.41,4.37,9073,82844.199,3.22,3,MSLV
320910.5408,2024-11-03T23:00:44.298Z,40.7415902,-111.9203305,1283.526,4.449,4.41,9073,82844.299,3.22,3,MSLV
321010.2976,2024-11-03T23:00:44.399Z,40.7415882,-111.9203367,1283.783,4.393,4.45,9073,82844.399,3.22,3,MSLV
321110.0544,2024-11-03T23:00:44.498Z,40.7415874,-111.9203413,1283.823,4.287,4.4,9073,82844.499,3.22,3,MSLV
321209.8112,2024-11-03T23:00:44.599Z,40.7415852,-111.920346,1283.941,4.262,4.29,9073,82844.599,3.22,3,MSLV
321309.568,2024-11-03T23:00:44.698Z,40.7415838,-111.9203515,1284.071,4.257,4.27,9073,82844.699,3.22,3,MSLV
321409.76,2024-11-03T23:00:44.798Z,40.7415827,-111.9203578,1284.206,4.387,4.26,9073,82844.799,3.22,3,MSLV
321509.952,2024-11-03T23:00:44.899Z,40.7415817,-111.9203633,1284.31,4.326,4.39,9073,82844.899,3.22,3,MSLV
321610.144,2024-11-03T23:00:45.000Z,40.7415809,-111.9203693,1284.474,4.224,4.33,9073,82845,3.22,3,MSLV
321710.336,2024-11-03T23:00:45.099Z,40.7415795,-111.9203761,1284.646,4.388,4.23,9073,82845.099,3.22,3,MSLV
321810.528,2024-11-03T23:00:45.198Z,40.7415783,-111.9203815,1284.844,4.2,4.4,9073,82845.199,3.22,3,MSLV
321910.72,2024-11-03T23:00:45.298Z,40.7415794,-111.920389,1285.088,4.243,4.21,9073,82845.299,3.22,3,MSLV
322010.912,2024-11-03T23:00:45.399Z,40.7415789,-111.9203946,1285.184,4.24,4.25,9073,82845.399,3.22,3,MSLV
322111.104,2024-11-03T23:00:45.498Z,40.7415771,-111.9203989,1285.408,3.978,4.25,9073,82845.499,3.22,3,MSLV
322211.296,2024-11-03T23:00:45.599Z,40.7415749,-111.9204035,1285.612,3.928,3.99,9073,82845.599,3.22,3,MSLV
322311.488,2024-11-03T23:00:45.698Z,40.7415752,-111.9204109,1285.891,4.002,3.94,9073,82845.699,2.67,3,MSLV
322411.6422,2024-11-03T23:00:45.798Z,40.7415742,-111.9204172,1286.2,3.98,4.02,9073,82845.799,2.67,3,MSLV
322511.7964,2024-11-03T23:00:45.899Z,40.7415754,-111.9204241,1286.599,3.773,4,9073,82845.899,1.91,3,MSLV
322611.9505,2024-11-03T23:00:46.000Z,40.7415759,-111.920429,1286.78,3.546,3.8,9073,82846,1.91,3,MSLV
322712.1047,2024-11-03T23:00:46.099Z,40.7415761,-111.9204337,1286.984,3.405,3.58,9073,82846.099,1.91,3,MSLV
322812.2589,2024-11-03T23:00:46.198Z,40.7415766,-111.9204414,1287.073,3.913,3.44,9073,82846.199,1.91,3,MSLV
322912.4131,2024-11-03T23:00:46.298Z,40.741577,-111.9204472,1286.61,4.379,3.94,9073,82846.299,1.91,3,MSLV
323012.5673,2024-11-03T23:00:46.399Z,40.7415766,-111.9204531,1286.44,4.481,4.39,9073,82846.399,1.91,3,MSLV
323112.7215,2024-11-03T23:00:46.498Z,40.7415778,-111.9204603,1286.797,4.265,4.49,9073,82846.499,1.91,3,MSLV
323212.8756,2024-11-03T23:00:46.599Z,40.741578,-111.9204663,1286.592,4.534,4.28,9073,82846.599,1.91,3,MSLV
323313.0298,2024-11-03T23:00:46.698Z,40.7415785,-111.9204727,1286.876,4.21,4.54,9073,82846.699,1.91,3,MSLV
323413.184,2024-11-03T23:00:46.798Z,40.7415788,-111.9204782,1286.518,4.564,4.22,9073,82846.799,1.91,3,MSLV
323513.0112,2024-11-03T23:00:46.899Z,40.7415793,-111.9204848,1286.721,4.451,4.57,9073,82846.899,1.91,3,MSLV
323612.8384,2024-11-03T23:00:47.000Z,40.7415793,-111.9204906,1286.785,4.486,4.45,9073,82847,1.91,3,MSLV
323712.6656,2024-11-03T23:00:47.099Z,40.7415796,-111.9204962,1286.817,4.292,4.49,9073,82847.099,1.91,3,MSLV
323812.4928,2024-11-03T23:00:47.198Z,40.741579,-111.9205008,1286.745,4.264,4.29,9073,82847.199,1.91,3,MSLV
323912.32,2024-11-03T23:00:47.298Z,40.7415783,-111.9205061,1286.872,4.24,4.27,9073,82847.299,1.91,3,MSLV
324012.1472,2024-11-03T23:00:47.399Z,40.7415792,-111.9205116,1286.858,4.132,4.24,9073,82847.399,1.91,3,MSLV
324111.9744,2024-11-03T23:00:47.498Z,40.7415806,-111.9205153,1286.427,4.019,4.13,9073,82847.499,1.91,3,MSLV
324211.8016,2024-11-03T23:00:47.599Z,40.7415803,-111.92052,1286.434,3.95,4.02,9073,82847.599,1.91,3,MSLV
324311.6288,2024-11-03T23:00:47.698Z,40.7415802,-111.9205251,1286.301,4.114,3.95,9073,82847.699,1.91,3,MSLV
324411.456,2024-11-03T23:00:47.798Z,40.7415811,-111.92053,1286.349,3.897,4.12,9073,82847.799,1.91,3,MSLV
324511.6512,2024-11-03T23:00:47.899Z,40.7415819,-111.9205359,1286.377,3.979,3.9,9073,82847.899,1.91,3,MSLV
324611.8464,2024-11-03T23:00:48.000Z,40.741583,-111.9205409,1286.176,3.963,3.98,9073,82848,1.91,3,MSLV
324712.0416,2024-11-03T23:00:48.099Z,40.7415833,-111.9205461,1286.01,4.213,3.97,9073,82848.099,1.91,3,MSLV
324812.2368,2024-11-03T23:00:48.198Z,40.7415837,-111.9205515,1286.164,4.055,4.22,9073,82848.199,1.91,3,MSLV
324912.432,2024-11-03T23:00:48.298Z,40.7415821,-111.9205576,1286.294,4.362,4.06,9073,82848.299,1.91,3,MSLV
325012.6272,2024-11-03T23:00:48.399Z,40.7415797,-111.9205627,1286.5,4.205,4.36,9073,82848.399,1.91,3,MSLV
325112.8224,2024-11-03T23:00:48.498Z,40.7415789,-111.9205676,1286.513,4.211,4.21,9073,82848.499,1.91,3,MSLV
325213.0176,2024-11-03T23:00:48.599Z,40.7415787,-111.9205732,1286.486,4.473,4.21,9073,82848.599,1.91,3,MSLV
325313.2128,2024-11-03T23:00:48.698Z,40.7415786,-111.9205784,1286.63,4.21,4.47,9073,82848.699,1.91,3,MSLV
325413.408,2024-11-03T23:00:48.798Z,40.7415783,-111.9205837,1286.689,4.138,4.21,9073,82848.799,1.91,3,MSLV
325513.2871,2024-11-03T23:00:48.899Z,40.7415778,-111.9205888,1286.637,4.207,4.14,9073,82848.899,1.91,3,MSLV
325613.1662,2024-11-03T23:00:49.000Z,40.7415773,-111.9205943,1286.609,4.334,4.21,9073,82849,1.91,3,MSLV
325713.0453,2024-11-03T23:00:49.099Z,40.7415768,-111.9205995,1286.701,4.257,4.33,9073,82849.099,1.91,3,MSLV
325812.9244,2024-11-03T23:00:49.198Z,40.741575,-111.9206042,1286.758,4.29,4.26,9073,82849.199,1.91,3,MSLV
325912.8036,2024-11-03T23:00:49.298Z,40.7415739,-111.9206095,1286.923,4.198,4.29,9073,82849.299,1.91,3,MSLV
326012.6827,2024-11-03T23:00:49.399Z,40.7415737,-111.9206152,1286.967,4.284,4.2,9073,82849.399,1.91,3,MSLV
326112.5618,2024-11-03T23:00:49.498Z,40.7415727,-111.9206212,1287.079,4.414,4.28,9073,82849.499,1.91,3,MSLV
326212.4409,2024-11-03T23:00:49.599Z,40.7415714,-111.9206273,1287.201,4.599,4.41,9073,82849.599,1.91,3,MSLV
326312.32,2024-11-03T23:00:49.698Z,40.7415712,-111.9206335,1287.239,4.609,4.6,9073,82849.699,1.91,3,MSLV
326412.5556,2024-11-03T23:00:49.798Z,40.7415709,-111.9206395,1287.225,4.733,4.61,9073,82849.799,1.91,3,MSLV
326512.7913,2024-11-03T23:00:49.899Z,40.7415687,-111.9206433,1287.214,4.521,4.73,9073,82849.899,1.91,3,MSLV
326613.0269,2024-11-03T23:00:50.000Z,40.7415679,-111.9206483,1287.178,4.557,4.52,9073,82850,1.91,3,MSLV
326713.2625,2024-11-03T23:00:50.099Z,40.7415685,-111.920653,1287.117,4.33,4.56,9073,82850.099,1.91,3,MSLV
326813.4982,2024-11-03T23:00:50.198Z,40.7415686,-111.9206579,1287.11,4.19,4.33,9073,82850.199,1.91,3,MSLV
326913.7338,2024-11-03T23:00:50.298Z,40.741568,-111.9206631,1287.003,4.368,4.19,9073,82850.299,1.91,3,MSLV
327013.9695,2024-11-03T23:00:50.399Z,40.7415677,-111.920668,1287.012,4.192,4.37,9073,82850.399,1.91,3,MSLV
327114.2051,2024-11-03T23:00:50.498Z,40.7415671,-111.9206729,1286.923,4.369,4.19,9073,82850.499,1.91,3,MSLV
327214.4407,2024-11-03T23:00:50.599Z,40.7415659,-111.9206771,1286.933,4.199,4.37,9073,82850.599,1.91,3,MSLV
327314.6764,2024-11-03T23:00:50.698Z,40.741565,-111.9206809,1286.899,4.041,4.2,9073,82850.699,1.91,3,MSLV
327414.912,2024-11-03T23:00:50.798Z,40.7415645,-111.9206855,1286.869,4.023,4.04,9073,82850.799,1.91,3,MSLV
327514.848,2024-11-03T23:00:50.899Z,40.7415651,-111.9206911,1286.886,4.05,4.03,9073,82850.899,1.91,3,MSLV
327614.784,2024-11-03T23:00:51.000Z,40.7415652,-111.9206961,1286.856,4.031,4.05,9073,82851,1.91,3,MSLV
327714.72,2024-11-03T23:00:51.099Z,40.7415646,-111.9207006,1286.815,4.072,4.03,9073,82851.099,1.91,3,MSLV
327814.656,2024-11-03T23:00:51.198Z,40.7415651,-111.920705,1286.643,4.058,4.08,9073,82851.199,1.91,3,MSLV
327914.592,2024-11-03T23:00:51.298Z,40.741566,-111.92071,1286.652,3.906,4.07,9073,82851.299,1.91,3,MSLV
328014.528,2024-11-03T23:00:51.399Z,40.7415667,-111.9207148,1286.567,4.004,3.91,9073,82851.399,1.91,3,MSLV
328114.464,2024-11-03T23:00:51.498Z,40.7415661,-111.9207194,1286.45,4.146,4.01,9073,82851.499,1.91,3,MSLV
328214.4,2024-11-03T23:00:51.599Z,40.7415654,-111.9207245,1286.518,4.048,4.16,9073,82851.599,1.91,3,MSLV
328314.336,2024-11-03T23:00:51.698Z,40.7415656,-111.9207301,1286.58,4.125,4.06,9073,82851.699,1.91,3,MSLV
328414.1615,2024-11-03T23:00:51.798Z,40.7415651,-111.920735,1286.555,4.188,4.14,9073,82851.799,1.91,3,MSLV
328513.9869,2024-11-03T23:00:51.899Z,40.7415642,-111.9207399,1286.607,4.056,4.2,9073,82851.899,1.91,3,MSLV
328613.8124,2024-11-03T23:00:52.000Z,40.7415634,-111.9207447,1286.615,4.014,4.07,9073,82852,1.91,3,MSLV
328713.6378,2024-11-03T23:00:52.099Z,40.7415623,-111.9207494,1286.652,3.948,4.03,9073,82852.099,1.91,3,MSLV
328813.4633,2024-11-03T23:00:52.198Z,40.7415565,-111.9207558,1287.139,4.455,3.96,9073,82852.199,1.91,3,MSLV
328913.2887,2024-11-03T23:00:52.298Z,40.7415546,-111.9207611,1287.26,4.366,4.46,9073,82852.299,1.91,3,MSLV
329013.1142,2024-11-03T23:00:52.399Z,40.7415527,-111.9207662,1287.401,4.268,4.37,9073,82852.399,1.91,3,MSLV
329112.9396,2024-11-03T23:00:52.498Z,40.7415499,-111.9207706,1287.522,4.183,4.27,9073,82852.499,1.91,3,MSLV
329212.7651,2024-11-03T23:00:52.599Z,40.7415474,-111.9207757,1287.623,4.409,4.18,9073,82852.599,1.91,3,MSLV
329312.5905,2024-11-03T23:00:52.698Z,40.7415453,-111.9207811,1287.738,4.514,4.41,9073,82852.699,1.91,3,MSLV
329412.416,2024-11-03T23:00:52.798Z,40.7415436,-111.9207858,1287.886,4.161,4.52,9073,82852.799,1.91,3,MSLV
329512.304,2024-11-03T23:00:52.899Z,40.7415415,-111.920791,1287.94,4.443,4.16,9073,82852.899,1.91,3,MSLV
329612.192,2024-11-03T23:00:53.000Z,40.7415399,-111.9207961,1287.984,4.527,4.45,9073,82853,1.91,3,MSLV
329712.08,2024-11-03T23:00:53.099Z,40.7415379,-111.9208003,1288.038,4.291,4.53,9073,82853.099,1.91,3,MSLV
329811.968,2024-11-03T23:00:53.198Z,40.7415354,-111.9208031,1288.066,4.007,4.29,9073,82853.199,1.91,3,MSLV
329911.856,2024-11-03T23:00:53.298Z,40.7415336,-111.9208076,1288.066,4.154,4.01,9073,82853.299,1.91,3,MSLV
330011.744,2024-11-03T23:00:53.399Z,40.7415325,-111.9208116,1287.983,4.081,4.16,9073,82853.399,1.91,3,MSLV
330111.632,2024-11-03T23:00:53.498Z,40.7415303,-111.9208155,1287.987,4.056,4.08,9073,82853.499,2.98,3,MSLV
330211.52,2024-11-03T23:00:53.599Z,40.7415285,-111.9208202,1287.968,4.303,4.06,9073,82853.599,1.91,3,MSLV
330311.408,2024-11-03T23:00:53.698Z,40.7415268,-111.9208241,1287.929,4.21,4.3,9073,82853.699,1.91,3,MSLV
330411.296,2024-11-03T23:00:53.798Z,40.7415252,-111.9208289,1287.938,4.24,4.21,9073,82853.799,1.91,3,MSLV
330511.328,2024-11-03T23:00:53.899Z,40.7415243,-111.9208342,1287.938,4.352,4.24,9073,82853.899,1.91,3,MSLV
330611.36,2024-11-03T23:00:54.000Z,40.7415227,-111.9208396,1287.938,4.606,4.35,9073,82854,1.91,3,MSLV
330711.392,2024-11-03T23:00:54.099Z,40.741523,-111.9208452,1287.933,4.411,4.61,9073,82854.099,1.91,3,MSLV
330811.424,2024-11-03T23:00:54.198Z,40.741522,-111.9208505,1287.952,4.413,4.41,9073,82854.199,1.91,3,MSLV
330911.456,2024-11-03T23:00:54.298Z,40.7415216,-111.9208563,1287.961,4.453,4.41,9073,82854.299,1.91,3,MSLV
331011.488,2024-11-03T23:00:54.399Z,40.7415214,-111.9208604,1287.778,4.362,4.45,9073,82854.399,1.91,3,MSLV
331111.52,2024-11-03T23:00:54.498Z,40.74152,-111.9208662,1287.821,4.465,4.36,9073,82854.499,1.78,3,MSLV
331211.552,2024-11-03T23:00:54.599Z,40.7415182,-111.9208712,1287.822,4.352,4.46,9073,82854.599,1.78,3,MSLV
331311.584,2024-11-03T23:00:54.698Z,40.7415161,-111.9208755,1287.793,4.224,4.35,9073,82854.699,1.7,3,MSLV
331411.616,2024-11-03T23:00:54.798Z,40.7415138,-111.9208797,1287.722,4.195,4.22,9073,82854.799,1.7,3,MSLV
331511.552,2024-11-03T23:00:54.899Z,40.7415111,-111.9208839,1287.631,4.387,4.2,9073,82854.899,1.7,3,MSLV
331611.488,2024-11-03T23:00:55.000Z,40.7415087,-111.9208878,1287.561,4.278,4.39,9073,82855,1.7,3,MSLV
331711.424,2024-11-03T23:00:55.099Z,40.7415068,-111.9208923,1287.593,4.166,4.28,9073,82855.099,1.7,3,MSLV
331811.36,2024-11-03T23:00:55.198Z,40.7415053,-111.9208973,1287.578,4.212,4.17,9073,82855.199,2.81,3,MSLV
331911.296,2024-11-03T23:00:55.298Z,40.7415028,-111.9209005,1287.565,3.956,4.21,9073,82855.299,2.51,3,MSLV
332011.232,2024-11-03T23:00:55.399Z,40.7415005,-111.9209054,1287.654,3.902,3.96,9073,82855.399,2.51,3,MSLV
332111.168,2024-11-03T23:00:55.498Z,40.7414991,-111.9209102,1287.515,4.275,3.9,9073,82855.499,2.51,3,MSLV
332211.104,2024-11-03T23:00:55.599Z,40.7414983,-111.9209165,1287.619,4.395,4.28,9073,82855.599,2.51,3,MSLV
332311.04,2024-11-03T23:00:55.698Z,40.7414973,-111.9209222,1287.609,4.492,4.4,9073,82855.699,2.51,3,MSLV
332410.976,2024-11-03T23:00:55.798Z,40.7414973,-111.9209271,1287.588,4.2,4.49,9073,82855.799,2.51,3,MSLV
332510.88,2024-11-03T23:00:55.899Z,40.7414963,-111.9209311,1287.663,3.746,4.2,9073,82855.899,2.51,3,MSLV
332610.784,2024-11-03T23:00:56.000Z,40.7414956,-111.9209353,1287.594,3.869,3.75,9073,82856,2.51,3,MSLV
332710.688,2024-11-03T23:00:56.099Z,40.7414942,-111.9209404,1287.534,4.246,3.87,9073,82856.099,2.51,3,MSLV
332810.592,2024-11-03T23:00:56.198Z,40.7414928,-111.9209448,1287.442,4.181,4.25,9073,82856.199,2.51,3,MSLV
332910.496,2024-11-03T23:00:56.298Z,40.7414913,-111.9209495,1287.4,4.147,4.18,9073,82856.299,2.51,3,MSLV
333010.4,2024-11-03T23:00:56.399Z,40.74149,-111.9209537,1287.301,4.112,4.15,9073,82856.399,2.51,3,MSLV
333110.304,2024-11-03T23:00:56.498Z,40.741489,-111.920958,1287.214,4.052,4.11,9073,82856.499,2.51,3,MSLV
333210.208,2024-11-03T23:00:56.599Z,40.7414886,-111.9209618,1287.068,3.897,4.05,9073,82856.599,2.51,3,MSLV
333310.112,2024-11-03T23:00:56.698Z,40.7414867,-111.9209663,1287.034,3.983,3.9,9073,82856.699,2.51,3,MSLV
333410.016,2024-11-03T23:00:56.798Z,40.7414847,-111.9209706,1287.015,4.008,3.98,9073,82856.799,2.51,3,MSLV
333510.0608,2024-11-03T23:00:56.899Z,40.7414842,-111.920976,1287.031,3.987,4.01,9073,82856.899,2.51,3,MSLV
333610.1056,2024-11-03T23:00:57.000Z,40.7414836,-111.9209817,1287.008,4.259,3.99,9073,82857,2.51,3,MSLV
333710.1504,2024-11-03T23:00:57.099Z,40.7414832,-111.9209865,1286.995,4.114,4.26,9073,82857.099,2.51,3,MSLV
333810.1952,2024-11-03T23:00:57.198Z,40.7414827,-111.9209909,1286.968,3.946,4.11,9073,82857.199,2.51,3,MSLV
333910.24,2024-11-03T23:00:57.298Z,40.7414819,-111.9209959,1286.941,4.065,3.95,9073,82857.299,2.51,3,MSLV
334010.2848,2024-11-03T23:00:57.399Z,40.7414812,-111.9210015,1286.926,4.307,4.07,9073,82857.399,2.51,3,MSLV
334110.3296,2024-11-03T23:00:57.498Z,40.7414793,-111.9210062,1286.947,4.247,4.31,9073,82857.499,2.51,3,MSLV
334210.3744,2024-11-03T23:00:57.599Z,40.7414778,-111.9210115,1286.906,4.363,4.25,9073,82857.599,2.51,3,MSLV
