cts,date,GPS (Lat.) [deg],GPS (Long.) [deg],GPS (Alt.) [m],GPS (2D) [m/s],GPS (3D) [m/s],GPS (days) [deg],GPS (secs) [s],GPS (DOP) [deg],GPS (fix) [deg],altitude system
1818538.906,2024-11-03T23:25:41.899Z,40.6956819,-111.92157,1283.667,4.778,4.86,9073,84341.9,1.99,3,MSLV
1818638.95,2024-11-03T23:25:42.000Z,40.6956787,-111.9215719,1283.604,4.589,4.78,9073,84342,1.99,3,MSLV
1818738.995,2024-11-03T23:25:42.100Z,40.6956745,-111.9215746,1283.556,4.758,4.59,9073,84342.1,1.99,3,MSLV
1818839.04,2024-11-03T23:25:42.199Z,40.6956708,-111.9215764,1283.551,4.707,4.76,9073,84342.2,1.99,3,MSLV
1818939.046,2024-11-03T23:25:42.300Z,40.6956665,-111.9215796,1283.48,4.847,4.71,9073,84342.3,1.99,3,MSLV
1819039.053,2024-11-03T23:25:42.399Z,40.6956626,-111.9215816,1283.442,4.836,4.85,9073,84342.4,1.99,3,MSLV
1819139.059,2024-11-03T23:25:42.500Z,40.6956584,-111.9215839,1283.455,4.942,4.84,9073,84342.5,1.99,3,MSLV
1819239.066,2024-11-03T23:25:42.600Z,40.6956543,-111.9215867,1283.446,5.013,4.94,9073,84342.6,1.99,3,MSLV
1819339.072,2024-11-03T23:25:42.699Z,40.69565,-111.9215893,1283.463,5.095,5.01,9073,84342.7,1.99,3,MSLV
1819439.078,2024-11-03T23:25:42.800Z,40.6956461,-111.9215918,1283.342,4.979,5.09,9073,84342.8,1.99,3,MSLV
1819539.085,2024-11-03T23:25:42.899Z,40.6956414,-111.921594,1283.384,5.069,4.98,9073,84342.9,1.94,3,MSLV
1819639.091,2024-11-03T23:25:43.000Z,40.6956374,-111.9215965,1283.329,5.052,5.07,9073,84343,1.94,3,MSLV
1819739.098,2024-11-03T23:25:43.100Z,40.695633,-111.9215992,1283.329,5.17,5.05,9073,84343.1,1.94,3,MSLV
1819839.104,2024-11-03T23:25:43.199Z,40.6956292,-111.9216018,1283.295,4.97,5.17,9073,84343.2,1.94,3,MSLV
1819938.906,2024-11-03T23:25:43.300Z,40.6956256,-111.9216044,1283.263,4.916,4.97,9073,84343.3,1.94,3,MSLV
1820038.707,2024-11-03T23:25:43.399Z,40.6956216,-111.9216066,1283.248,4.976,4.92,9073,84343.4,1.94,3,MSLV
1820138.509,2024-11-03T23:25:43.500Z,40.6956179,-111.9216096,1283.193,4.895,4.98,9073,84343.5,1.94,3,MSLV
1820238.31,2024-11-03T23:25:43.600Z,40.695614,-111.9216124,1283.122,4.883,4.9,9073,84343.6,1.94,3,MSLV
1820338.112,2024-11-03T23:25:43.699Z,40.6956104,-111.9216145,1283.094,4.811,4.88,9073,84343.7,1.94,3,MSLV
1820437.914,2024-11-03T23:25:43.800Z,40.6956066,-111.9216175,1282.963,4.799,4.81,9073,84343.8,1.94,3,MSLV
1820537.715,2024-11-03T23:25:43.899Z,40.6956029,-111.9216203,1282.893,4.749,4.8,9073,84343.9,1.94,3,MSLV
1820637.517,2024-11-03T23:25:44.000Z,40.6955985,-111.9216229,1282.882,4.77,4.75,9073,84344,1.94,3,MSLV
1820737.318,2024-11-03T23:25:44.100Z,40.6955947,-111.9216238,1282.978,4.48,4.77,9073,84344.1,1.94,3,MSLV
1820837.12,2024-11-03T23:25:44.199Z,40.6955899,-111.9216264,1282.977,4.856,4.48,9073,84344.2,1.94,3,MSLV
1820937.178,2024-11-03T23:25:44.300Z,40.6955857,-111.9216291,1282.906,4.94,4.86,9073,84344.3,1.94,3,MSLV
1821037.235,2024-11-03T23:25:44.399Z,40.6955811,-111.9216317,1282.905,5.008,4.94,9073,84344.4,1.99,3,MSLV
1821137.293,2024-11-03T23:25:44.500Z,40.6955765,-111.9216345,1282.913,5.128,5.01,9073,84344.5,1.99,3,MSLV
1821237.35,2024-11-03T23:25:44.600Z,40.6955719,-111.9216373,1282.913,5.294,5.13,9073,84344.6,1.99,3,MSLV
1821337.408,2024-11-03T23:25:44.699Z,40.6955677,-111.9216393,1282.919,5.131,5.29,9073,84344.7,1.99,3,MSLV
1821437.466,2024-11-03T23:25:44.800Z,40.6955629,-111.9216417,1283.001,5.229,5.13,9073,84344.8,1.84,3,MSLV
1821537.523,2024-11-03T23:25:44.899Z,40.6955584,-111.9216434,1283.08,5.268,5.23,9073,84344.9,1.84,3,MSLV
1821637.581,2024-11-03T23:25:45.000Z,40.6955536,-111.9216461,1283.102,5.479,5.27,9073,84345,1.76,3,MSLV
1821737.638,2024-11-03T23:25:45.100Z,40.6955497,-111.9216484,1283.084,5.138,5.48,9073,84345.1,1.84,3,MSLV
1821837.696,2024-11-03T23:25:45.199Z,40.695545,-111.9216506,1283.219,5.187,5.14,9073,84345.2,1.76,3,MSLV
1821937.664,2024-11-03T23:25:45.300Z,40.6955405,-111.9216532,1283.236,5.157,5.19,9073,84345.3,1.76,3,MSLV
1822037.632,2024-11-03T23:25:45.399Z,40.695536,-111.9216559,1283.352,5.137,5.16,9073,84345.4,1.76,3,MSLV
1822137.6,2024-11-03T23:25:45.500Z,40.6955318,-111.9216587,1283.386,5.138,5.14,9073,84345.5,1.76,3,MSLV
1822237.568,2024-11-03T23:25:45.600Z,40.6955279,-111.9216615,1283.447,4.852,5.14,9073,84345.6,1.76,3,MSLV
1822337.536,2024-11-03T23:25:45.699Z,40.6955236,-111.9216648,1283.453,5.005,4.85,9073,84345.7,1.76,3,MSLV
1822437.504,2024-11-03T23:25:45.800Z,40.6955193,-111.921668,1283.487,4.984,5.01,9073,84345.8,1.76,3,MSLV
1822537.472,2024-11-03T23:25:45.899Z,40.6955155,-111.9216707,1283.521,4.91,4.99,9073,84345.9,1.76,3,MSLV
1822637.44,2024-11-03T23:25:46.000Z,40.6955115,-111.9216734,1283.603,4.958,4.91,9073,84346,1.76,3,MSLV
1822737.408,2024-11-03T23:25:46.100Z,40.6955073,-111.9216759,1283.756,4.902,4.96,9073,84346.1,1.76,3,MSLV
1822837.376,2024-11-03T23:25:46.199Z,40.6955036,-111.9216787,1283.788,4.923,4.9,9073,84346.2,1.99,3,MSLV
1822937.203,2024-11-03T23:25:46.300Z,40.6955001,-111.9216816,1283.803,4.847,4.92,9073,84346.3,1.99,3,MSLV
1823037.03,2024-11-03T23:25:46.399Z,40.6954965,-111.9216848,1283.845,4.838,4.85,9073,84346.4,1.99,3,MSLV
1823136.858,2024-11-03T23:25:46.500Z,40.6954926,-111.9216885,1283.894,5.026,4.84,9073,84346.5,1.99,3,MSLV
1823236.685,2024-11-03T23:25:46.600Z,40.6954889,-111.9216926,1283.849,4.985,5.03,9073,84346.6,1.99,3,MSLV
1823336.512,2024-11-03T23:25:46.699Z,40.6954849,-111.9216966,1283.933,5.169,4.99,9073,84346.7,1.99,3,MSLV
1823436.339,2024-11-03T23:25:46.800Z,40.695481,-111.9217006,1283.995,5.123,5.17,9073,84346.8,1.99,3,MSLV
1823536.166,2024-11-03T23:25:46.899Z,40.695477,-111.9217046,1284.083,5.107,5.12,9073,84346.9,1.99,3,MSLV
1823635.994,2024-11-03T23:25:47.000Z,40.695473,-111.9217087,1284.159,5.119,5.11,9073,84347,1.99,3,MSLV
1823735.821,2024-11-03T23:25:47.100Z,40.6954692,-111.9217124,1284.167,5.095,5.12,9073,84347.1,1.99,3,MSLV
1823835.648,2024-11-03T23:25:47.199Z,40.695465,-111.9217168,1284.224,5.47,5.1,9073,84347.2,1.99,3,MSLV
1823935.642,2024-11-03T23:25:47.300Z,40.6954612,-111.9217205,1284.282,5.209,5.47,9073,84347.3,1.99,3,MSLV
1824035.635,2024-11-03T23:25:47.399Z,40.695457,-111.9217252,1284.276,5.418,5.21,9073,84347.4,1.99,3,MSLV
1824135.629,2024-11-03T23:25:47.500Z,40.695453,-111.9217293,1284.313,5.275,5.42,9073,84347.5,1.99,3,MSLV
1824235.622,2024-11-03T23:25:47.600Z,40.6954493,-111.9217337,1284.334,5.437,5.28,9073,84347.6,1.99,3,MSLV
1824335.616,2024-11-03T23:25:47.699Z,40.6954456,-111.9217374,1284.391,5.03,5.44,9073,84347.7,1.99,3,MSLV
1824435.61,2024-11-03T23:25:47.800Z,40.6954416,-111.9217419,1284.436,5.396,5.03,9073,84347.8,1.99,3,MSLV
1824535.603,2024-11-03T23:25:47.899Z,40.6954377,-111.9217458,1284.516,5.276,5.4,9073,84347.9,1.99,3,MSLV
1824635.597,2024-11-03T23:25:48.000Z,40.6954339,-111.9217498,1284.6,5.18,5.28,9073,84348,1.99,3,MSLV
1824735.59,2024-11-03T23:25:48.100Z,40.6954299,-111.9217542,1284.703,5.419,5.18,9073,84348.1,1.99,3,MSLV
1824835.584,2024-11-03T23:25:48.199Z,40.6954262,-111.9217578,1284.762,5.166,5.42,9073,84348.2,1.99,3,MSLV
1824935.68,2024-11-03T23:25:48.300Z,40.6954224,-111.9217617,1284.848,5.179,5.17,9073,84348.3,1.99,3,MSLV
1825035.776,2024-11-03T23:25:48.399Z,40.6954188,-111.9217659,1284.941,5.364,5.18,9073,84348.4,1.99,3,MSLV
1825135.872,2024-11-03T23:25:48.500Z,40.6954151,-111.9217699,1285.031,5.218,5.36,9073,84348.5,1.99,3,MSLV
1825235.968,2024-11-03T23:25:48.600Z,40.6954114,-111.9217746,1285.068,5.334,5.22,9073,84348.6,1.99,3,MSLV
1825336.064,2024-11-03T23:25:48.699Z,40.6954078,-111.9217785,1285.114,5.144,5.33,9073,84348.7,1.99,3,MSLV
1825436.16,2024-11-03T23:25:48.800Z,40.6954045,-111.9217824,1285.133,5.052,5.15,9073,84348.8,1.99,3,MSLV
1825536.256,2024-11-03T23:25:48.899Z,40.6954007,-111.9217869,1285.151,5.367,5.05,9073,84348.9,1.99,3,MSLV
1825636.352,2024-11-03T23:25:49.000Z,40.6953972,-111.9217904,1285.193,4.781,5.37,9073,84349,1.99,3,MSLV
1825736.448,2024-11-03T23:25:49.100Z,40.6953943,-111.9217942,1285.06,4.783,4.78,9073,84349.1,1.99,3,MSLV
1825836.544,2024-11-03T23:25:49.199Z,40.6953906,-111.9217987,1285.057,5.163,4.78,9073,84349.2,1.99,3,MSLV
1825936.397,2024-11-03T23:25:49.300Z,40.6953869,-111.9218028,1285.063,4.995,5.16,9073,84349.3,1.99,3,MSLV
1826036.25,2024-11-03T23:25:49.399Z,40.6953847,-111.9218065,1284.897,4.59,5,9073,84349.4,1.99,3,MSLV
1826136.102,2024-11-03T23:25:49.500Z,40.6953819,-111.9218111,1284.816,4.88,4.59,9073,84349.5,1.99,3,MSLV
1826235.955,2024-11-03T23:25:49.600Z,40.695379,-111.9218154,1284.774,4.885,4.88,9073,84349.6,1.99,3,MSLV
1826335.808,2024-11-03T23:25:49.699Z,40.6953762,-111.9218196,1284.745,4.834,4.89,9073,84349.7,1.99,3,MSLV
1826435.661,2024-11-03T23:25:49.800Z,40.6953733,-111.9218237,1284.717,4.763,4.84,9073,84349.8,1.99,3,MSLV
1826535.514,2024-11-03T23:25:49.899Z,40.6953711,-111.9218282,1284.735,4.628,4.77,9073,84349.9,1.99,3,MSLV
1826635.366,2024-11-03T23:25:50.000Z,40.6953676,-111.9218329,1284.775,4.903,4.63,9073,84350,1.99,3,MSLV
1826735.219,2024-11-03T23:25:50.100Z,40.6953641,-111.9218374,1284.844,4.967,4.91,9073,84350.1,1.99,3,MSLV
1826835.072,2024-11-03T23:25:50.199Z,40.6953612,-111.9218418,1284.8,4.969,4.97,9073,84350.2,1.99,3,MSLV
1826935.283,2024-11-03T23:25:50.300Z,40.6953584,-111.9218461,1284.854,4.948,4.97,9073,84350.3,1.99,3,MSLV
1827035.494,2024-11-03T23:25:50.399Z,40.6953551,-111.9218505,1284.847,5.131,4.95,9073,84350.4,1.99,3,MSLV
1827135.706,2024-11-03T23:25:50.500Z,40.6953524,-111.9218546,1284.839,5,5.13,9073,84350.5,1.92,3,MSLV
1827235.917,2024-11-03T23:25:50.600Z,40.69535,-111.9218593,1284.832,4.878,5,9073,84350.6,2.43,3,MSLV
1827336.128,2024-11-03T23:25:50.699Z,40.6953474,-111.9218639,1284.844,4.891,4.88,9073,84350.7,2.32,3,MSLV
1827436.339,2024-11-03T23:25:50.800Z,40.6953446,-111.9218686,1284.832,5.03,4.89,9073,84350.8,1.92,3,MSLV
1827536.55,2024-11-03T23:25:50.899Z,40.6953423,-111.9218738,1284.786,5.054,5.03,9073,84350.9,1.92,3,MSLV
1827636.762,2024-11-03T23:25:51.000Z,40.69534,-111.9218786,1284.732,4.925,5.06,9073,84351,2.32,3,MSLV
1827736.973,2024-11-03T23:25:51.100Z,40.6953379,-111.9218833,1284.646,4.762,4.93,9073,84351.1,2.32,3,MSLV
1827837.184,2024-11-03T23:25:51.199Z,40.6953358,-111.9218884,1284.581,4.755,4.77,9073,84351.2,1.92,3,MSLV
1827936.998,2024-11-03T23:25:51.300Z,40.6953336,-111.9218929,1284.498,4.618,4.76,9073,84351.3,2.32,3,MSLV
1828036.813,2024-11-03T23:25:51.399Z,40.6953311,-111.9218988,1284.381,4.896,4.62,9073,84351.4,1.92,3,MSLV
1828136.627,2024-11-03T23:25:51.500Z,40.6953285,-111.921905,1284.36,5.073,4.9,9073,84351.5,1.92,3,MSLV
1828236.442,2024-11-03T23:25:51.600Z,40.6953262,-111.9219106,1284.326,5.025,5.08,9073,84351.6,1.92,3,MSLV
1828336.256,2024-11-03T23:25:51.699Z,40.6953236,-111.921916,1284.251,5.035,5.03,9073,84351.7,1.92,3,MSLV
1828436.07,2024-11-03T23:25:51.800Z,40.6953207,-111.921922,1284.235,5.247,5.04,9073,84351.8,1.92,3,MSLV
1828535.885,2024-11-03T23:25:51.899Z,40.6953184,-111.9219274,1284.206,5.119,5.25,9073,84351.9,2.32,3,MSLV
1828635.699,2024-11-03T23:25:52.000Z,40.6953153,-111.921933,1284.298,5.225,5.13,9073,84352,2.32,3,MSLV
1828735.514,2024-11-03T23:25:52.100Z,40.6953125,-111.9219384,1284.345,5.176,5.23,9073,84352.1,2.32,3,MSLV
1828835.328,2024-11-03T23:25:52.199Z,40.6953099,-111.9219441,1284.366,5.251,5.18,9073,84352.2,2.32,3,MSLV
1828935.347,2024-11-03T23:25:52.300Z,40.6953074,-111.9219498,1284.31,5.311,5.25,9073,84352.3,2.85,3,MSLV
1829035.366,2024-11-03T23:25:52.399Z,40.6953047,-111.9219554,1284.375,5.289,5.32,9073,84352.4,2.85,3,MSLV
1829135.386,2024-11-03T23:25:52.500Z,40.6953021,-111.9219612,1284.441,5.285,5.29,9073,84352.5,2.85,3,MSLV
1829235.405,2024-11-03T23:25:52.600Z,40.6952998,-111.9219669,1284.456,5.284,5.29,9073,84352.6,2.85,3,MSLV
1829335.424,2024-11-03T23:25:52.699Z,40.6952976,-111.9219726,1284.455,5.258,5.29,9073,84352.7,2.85,3,MSLV
1829435.443,2024-11-03T23:25:52.800Z,40.6952961,-111.9219774,1284.403,4.941,5.26,9073,84352.8,2.85,3,MSLV
1829535.462,2024-11-03T23:25:52.899Z,40.6952939,-111.9219829,1284.486,4.964,4.94,9073,84352.9,2.85,3,MSLV
1829635.482,2024-11-03T23:25:53.000Z,40.6952918,-111.9219886,1284.502,5.051,4.97,9073,84353,2.85,3,MSLV
1829735.501,2024-11-03T23:25:53.100Z,40.69529,-111.9219946,1284.535,5.057,5.05,9073,84353.1,1.99,3,MSLV
1829835.52,2024-11-03T23:25:53.199Z,40.6952884,-111.9220004,1284.46,5.051,5.06,9073,84353.2,1.99,3,MSLV
1829935.706,2024-11-03T23:25:53.300Z,40.6952861,-111.9220055,1284.463,5.007,5.05,9073,84353.3,1.99,3,MSLV
1830035.891,2024-11-03T23:25:53.399Z,40.6952831,-111.9220101,1284.42,5.014,5.01,9073,84353.4,1.92,3,MSLV
1830136.077,2024-11-03T23:25:53.500Z,40.6952801,-111.9220149,1284.427,4.97,5.02,9073,84353.5,1.92,3,MSLV
1830236.262,2024-11-03T23:25:53.600Z,40.6952777,-111.9220193,1284.368,4.717,4.97,9073,84353.6,1.92,3,MSLV
1830336.448,2024-11-03T23:25:53.699Z,40.6952747,-111.9220245,1284.441,4.768,4.72,9073,84353.7,1.92,3,MSLV
1830436.634,2024-11-03T23:25:53.800Z,40.695272,-111.9220296,1284.448,4.787,4.77,9073,84353.8,2.32,3,MSLV
1830536.819,2024-11-03T23:25:53.899Z,40.6952694,-111.9220347,1284.425,4.75,4.79,9073,84353.9,1.92,3,MSLV
1830637.005,2024-11-03T23:25:54.000Z,40.695267,-111.9220398,1284.439,4.765,4.75,9073,84354,2.32,3,MSLV
1830737.19,2024-11-03T23:25:54.100Z,40.6952646,-111.9220448,1284.453,4.8,4.77,9073,84354.1,2.32,3,MSLV
1830837.376,2024-11-03T23:25:54.199Z,40.6952616,-111.9220484,1284.368,4.683,4.8,9073,84354.2,1.92,3,MSLV
1830937.306,2024-11-03T23:25:54.300Z,40.6952589,-111.9220531,1284.327,4.687,4.69,9073,84354.3,1.92,3,MSLV
1831037.235,2024-11-03T23:25:54.399Z,40.695257,-111.9220574,1284.245,4.48,4.69,9073,84354.4,1.92,3,MSLV
1831137.165,2024-11-03T23:25:54.500Z,40.6952549,-111.9220624,1284.212,4.476,4.49,9073,84354.5,1.92,3,MSLV
1831237.094,2024-11-03T23:25:54.600Z,40.6952525,-111.9220662,1284.107,4.407,4.49,9073,84354.6,1.92,3,MSLV
1831337.024,2024-11-03T23:25:54.699Z,40.6952503,-111.9220704,1284.076,4.304,4.42,9073,84354.7,1.92,3,MSLV
1831436.954,2024-11-03T23:25:54.800Z,40.6952481,-111.9220753,1284.038,4.392,4.32,9073,84354.8,1.92,3,MSLV
1831536.883,2024-11-03T23:25:54.899Z,40.6952463,-111.9220803,1284.007,4.346,4.41,9073,84354.9,1.92,3,MSLV
1831636.813,2024-11-03T23:25:55.000Z,40.6952446,-111.9220873,1283.997,4.654,4.36,9073,84355,2.32,3,MSLV
1831736.742,2024-11-03T23:25:55.100Z,40.6952426,-111.922093,1284.138,4.728,4.67,9073,84355.1,2.32,3,MSLV
1831836.672,2024-11-03T23:25:55.199Z,40.6952409,-111.922099,1284.209,4.839,4.74,9073,84355.2,2.32,3,MSLV
1831936.704,2024-11-03T23:25:55.300Z,40.6952394,-111.9221048,1284.168,4.876,4.84,9073,84355.3,2.09,3,MSLV
1832036.736,2024-11-03T23:25:55.399Z,40.6952379,-111.9221108,1284.14,4.957,4.88,9073,84355.4,2.09,3,MSLV
1832136.768,2024-11-03T23:25:55.500Z,40.6952359,-111.9221158,1284.113,4.878,4.96,9073,84355.5,2.32,3,MSLV
1832236.8,2024-11-03T23:25:55.600Z,40.6952343,-111.9221208,1284.094,4.804,4.88,9073,84355.6,2.56,3,MSLV
1832336.832,2024-11-03T23:25:55.699Z,40.6952325,-111.9221263,1284.128,4.831,4.81,9073,84355.7,2.09,3,MSLV
1832436.864,2024-11-03T23:25:55.800Z,40.6952309,-111.9221321,1284.203,4.898,4.84,9073,84355.8,2.32,3,MSLV
1832536.896,2024-11-03T23:25:55.899Z,40.695229,-111.922137,1284.17,4.817,4.9,9073,84355.9,2.32,3,MSLV
1832636.928,2024-11-03T23:25:56.000Z,40.6952272,-111.9221421,1284.129,4.757,4.82,9073,84356,2.32,3,MSLV
1832736.96,2024-11-03T23:25:56.100Z,40.695225,-111.9221475,1284.113,4.875,4.76,9073,84356.1,2.11,3,MSLV
1832836.992,2024-11-03T23:25:56.199Z,40.6952229,-111.9221529,1284.133,4.907,4.88,9073,84356.2,2.11,3,MSLV
1832937.062,2024-11-03T23:25:56.300Z,40.6952208,-111.9221582,1284.254,4.877,4.91,9073,84356.3,1.7,3,MSLV
1833037.133,2024-11-03T23:25:56.399Z,40.6952186,-111.9221635,1284.248,4.866,4.88,9073,84356.4,1.7,3,MSLV
1833137.203,2024-11-03T23:25:56.500Z,40.6952163,-111.9221686,1284.272,4.907,4.87,9073,84356.5,2.11,3,MSLV
1833237.274,2024-11-03T23:25:56.600Z,40.695214,-111.9221736,1284.214,4.934,4.91,9073,84356.6,1.7,3,MSLV
1833337.344,2024-11-03T23:25:56.699Z,40.6952119,-111.9221795,1284.214,4.967,4.94,9073,84356.7,1.88,3,MSLV
1833437.414,2024-11-03T23:25:56.800Z,40.6952097,-111.9221844,1284.227,4.884,4.97,9073,84356.8,1.7,3,MSLV
1833537.485,2024-11-03T23:25:56.899Z,40.6952071,-111.9221893,1284.316,4.825,4.89,9073,84356.9,1.92,3,MSLV
1833637.555,2024-11-03T23:25:57.000Z,40.6952046,-111.9221943,1284.291,4.818,4.83,9073,84357,1.92,3,MSLV
1833737.626,2024-11-03T23:25:57.100Z,40.6952024,-111.9221988,1284.111,4.691,4.82,9073,84357.1,1.92,3,MSLV
1833837.696,2024-11-03T23:25:57.199Z,40.6952004,-111.9222038,1284.107,4.643,4.69,9073,84357.2,2.85,3,MSLV
1833937.446,2024-11-03T23:25:57.300Z,40.6951985,-111.9222083,1284.068,4.523,4.64,9073,84357.3,2.55,3,MSLV
1834037.197,2024-11-03T23:25:57.399Z,40.6951965,-111.9222134,1284.08,4.582,4.53,9073,84357.4,2.55,3,MSLV
1834136.947,2024-11-03T23:25:57.500Z,40.6951948,-111.9222184,1284.067,4.558,4.58,9073,84357.5,2.55,3,MSLV
1834236.698,2024-11-03T23:25:57.600Z,40.695193,-111.922223,1284.005,4.409,4.56,9073,84357.6,2.55,3,MSLV
1834336.448,2024-11-03T23:25:57.699Z,40.6951913,-111.9222278,1283.986,4.376,4.41,9073,84357.7,2.55,3,MSLV
1834436.198,2024-11-03T23:25:57.800Z,40.6951891,-111.922233,1284.08,4.492,4.38,9073,84357.8,2.55,3,MSLV
1834535.949,2024-11-03T23:25:57.899Z,40.6951865,-111.9222383,1284.22,4.442,4.49,9073,84357.9,1.89,3,MSLV
1834635.699,2024-11-03T23:25:58.000Z,40.6951846,-111.9222432,1284.179,4.38,4.44,9073,84358,2.55,3,MSLV
1834735.45,2024-11-03T23:25:58.100Z,40.6951824,-111.922249,1284.193,4.481,4.38,9073,84358.1,1.77,3,MSLV
1834835.2,2024-11-03T23:25:58.199Z,40.6951797,-111.9222553,1284.108,4.778,4.48,9073,84358.2,1.77,3,MSLV
1834935.27,2024-11-03T23:25:58.300Z,40.6951775,-111.9222606,1284.125,4.445,4.78,9073,84358.3,1.77,3,MSLV
1835035.341,2024-11-03T23:25:58.399Z,40.6951754,-111.9222659,1283.895,4.385,4.45,9073,84358.4,1.77,3,MSLV
1835135.411,2024-11-03T23:25:58.500Z,40.6951727,-111.9222712,1283.92,4.379,4.39,9073,84358.5,1.77,3,MSLV
1835235.482,2024-11-03T23:25:58.600Z,40.695171,-111.9222761,1283.733,4.224,4.38,9073,84358.6,2.01,3,MSLV
1835335.552,2024-11-03T23:25:58.699Z,40.6951683,-111.922282,1283.653,4.529,4.23,9073,84358.7,2.01,3,MSLV
1835435.622,2024-11-03T23:25:58.800Z,40.6951656,-111.9222874,1283.518,4.462,4.54,9073,84358.8,2.01,3,MSLV
1835535.693,2024-11-03T23:25:58.899Z,40.6951633,-111.9222929,1283.533,4.355,4.47,9073,84358.9,2.01,3,MSLV
1835635.763,2024-11-03T23:25:59.000Z,40.6951606,-111.9222984,1283.635,4.358,4.36,9073,84359,2.01,3,MSLV
1835735.834,2024-11-03T23:25:59.100Z,40.6951576,-111.9223044,1283.622,4.684,4.36,9073,84359.1,2.01,3,MSLV
1835835.904,2024-11-03T23:25:59.199Z,40.6951545,-111.9223101,1283.748,4.593,4.69,9073,84359.2,2.01,3,MSLV
1835935.782,2024-11-03T23:25:59.300Z,40.6951516,-111.9223159,1283.775,4.605,4.6,9073,84359.3,2.01,3,MSLV
1836035.661,2024-11-03T23:25:59.399Z,40.6951488,-111.9223213,1283.813,4.514,4.61,9073,84359.4,2.01,3,MSLV
1836135.539,2024-11-03T23:25:59.500Z,40.6951458,-111.9223267,1283.813,4.539,4.52,9073,84359.5,2.01,3,MSLV
1836235.418,2024-11-03T23:25:59.600Z,40.6951434,-111.9223315,1283.934,4.517,4.54,9073,84359.6,2.94,3,MSLV
1836335.296,2024-11-03T23:25:59.699Z,40.6951414,-111.9223362,1283.914,4.495,4.52,9073,84359.7,2.94,3,MSLV
1836435.174,2024-11-03T23:25:59.800Z,40.6951395,-111.9223408,1283.929,4.415,4.5,9073,84359.8,2.94,3,MSLV
1836535.053,2024-11-03T23:25:59.899Z,40.6951376,-111.9223453,1283.91,4.379,4.42,9073,84359.9,2.94,3,MSLV
1836634.931,2024-11-03T23:26:00.000Z,40.6951357,-111.9223501,1283.929,4.395,4.38,9073,84360,2.94,3,MSLV
1836734.81,2024-11-03T23:26:00.100Z,40.6951338,-111.9223545,1283.925,4.334,4.4,9073,84360.1,2.94,3,MSLV
1836834.688,2024-11-03T23:26:00.199Z,40.6951319,-111.922359,1283.865,4.344,4.33,9073,84360.2,2.94,3,MSLV
1836934.682,2024-11-03T23:26:00.300Z,40.69513,-111.9223636,1283.819,4.376,4.35,9073,84360.3,2.94,3,MSLV
1837034.675,2024-11-03T23:26:00.399Z,40.6951279,-111.922369,1283.831,4.585,4.38,9073,84360.4,2.94,3,MSLV
1837134.669,2024-11-03T23:26:00.500Z,40.6951261,-111.9223734,1283.801,4.431,4.59,9073,84360.5,2.94,3,MSLV
1837234.662,2024-11-03T23:26:00.600Z,40.6951242,-111.9223785,1283.812,4.454,4.43,9073,84360.6,2.09,3,MSLV
1837334.656,2024-11-03T23:26:00.699Z,40.6951224,-111.922383,1283.752,4.473,4.46,9073,84360.7,2.94,3,MSLV
1837434.65,2024-11-03T23:26:00.800Z,40.6951208,-111.9223872,1283.606,4.391,4.48,9073,84360.8,2.09,3,MSLV
1837534.643,2024-11-03T23:26:00.899Z,40.6951188,-111.9223922,1283.542,4.462,4.39,9073,84360.9,2.09,3,MSLV
1837634.637,2024-11-03T23:26:01.000Z,40.6951168,-111.9223968,1283.42,4.531,4.47,9073,84361,2.09,3,MSLV
1837734.63,2024-11-03T23:26:01.100Z,40.6951145,-111.9224014,1283.42,4.589,4.54,9073,84361.1,2.09,3,MSLV
1837834.624,2024-11-03T23:26:01.199Z,40.695112,-111.9224065,1283.357,4.723,4.59,9073,84361.2,2.09,3,MSLV
1837934.912,2024-11-03T23:26:01.300Z,40.6951098,-111.9224111,1283.3,4.618,4.73,9073,84361.3,2.09,3,MSLV
1838035.2,2024-11-03T23:26:01.399Z,40.6951069,-111.9224167,1283.353,4.956,4.63,9073,84361.4,2.09,3,MSLV
1838135.488,2024-11-03T23:26:01.500Z,40.6951044,-111.9224195,1283.522,4.379,4.96,9073,84361.5,2.39,3,MSLV
1838235.776,2024-11-03T23:26:01.600Z,40.6951017,-111.9224243,1283.66,4.584,4.38,9073,84361.6,2.09,3,MSLV
1838336.064,2024-11-03T23:26:01.699Z,40.6950993,-111.9224287,1283.648,4.568,4.59,9073,84361.7,2.09,3,MSLV
1838436.352,2024-11-03T23:26:01.800Z,40.6950967,-111.9224334,1283.561,4.728,4.57,9073,84361.8,2.09,3,MSLV
1838536.64,2024-11-03T23:26:01.899Z,40.695094,-111.9224385,1283.583,4.944,4.73,9073,84361.9,2.09,3,MSLV
1838636.928,2024-11-03T23:26:02.000Z,40.6950921,-111.9224425,1283.362,4.731,4.95,9073,84362,2.09,3,MSLV
1838737.216,2024-11-03T23:26:02.100Z,40.6950897,-111.9224465,1283.321,4.722,4.74,9073,84362.1,2.09,3,MSLV
1838837.504,2024-11-03T23:26:02.199Z,40.6950876,-111.9224502,1283.27,4.521,4.73,9073,84362.2,2.94,3,MSLV
1838937.626,2024-11-03T23:26:02.300Z,40.6950857,-111.9224534,1283.298,4.296,4.53,9073,84362.3,2.94,3,MSLV
